company,company_size,job_title,level,domain,yoe_total,yoe_at_company,base,stock,bonus,total_compensation,location
Microsoft,182268,Financial Analyst,62,hidden,8 yrs,3 yrs,170000.0,0.0,0.0,170000.0,"Seattle, WA"
Microsoft,182268,Financial Analyst,61,Tax,7 yrs,2 yrs,130000.0,0.0,0.0,130000.0,"Seattle, WA"
Microsoft,182268,Financial Analyst,65,Azure,14 yrs,10 yrs,195000.0,95000.0,54000.0,344000.0,"Redmond, WA"
Microsoft,182268,Financial Analyst,60,FP&A,3 yrs,1 yr,118000.0,12000.0,10000.0,140000.0,"Los Angeles, CA"
Microsoft,182268,Mechanical Engineer,64,ME Dev,18 yrs,9 yrs,196500.0,40000.0,28000.0,264500.0,"Redmond, WA"
Microsoft,182268,Mechanical Engineer,Mechanical Engineer I,Datacenter,4 yrs,1 yr,97000.0,0.0,0.0,97000.0,"Des Moines, IA"
Microsoft,182268,Mechanical Engineer,Senior Mechanical Engineer,DC Operations,16 yrs,1 yr,159000.0,32000.0,23000.0,214000.0,"San Antonio, TX"
Microsoft,182268,Business Analyst,Director,AI,11 yrs,0 yrs,202000.0,62500.0,0.0,264500.0,"Boston, MA"
Microsoft,182268,Business Analyst,Business Analyst II,Data Analyst,3 yrs,3 yrs,123000.0,0.0,0.0,123000.0,"Redmond, WA"
Microsoft,182268,Business Analyst,Principal Business Analyst,M&A,15 yrs,2 yrs,189000.0,76000.0,39000.0,304000.0,"Atlanta, GA"
Microsoft,182268,Business Analyst,66,Azure,20 yrs,0 yrs,255000.0,0.0,0.0,255000.0,"Seattle, WA"
Microsoft,182268,Business Analyst,Senior Business Analyst,-,8 yrs,2 yrs,160000.0,35000.0,25000.0,220000.0,"Redmond, WA"
Microsoft,182268,Business Analyst,64,Risk/Strategy,20 yrs,6 yrs,180000.0,40000.0,25000.0,245000.0,"Seattle, WA"
Microsoft,182268,Information Technologist,60,hidden,4 yrs,4 yrs,100000.0,25000.0,20000.0,145000.0,"Redmond, WA"
Microsoft,182268,Information Technologist,61,hidden,8 yrs,8 yrs,120000.0,15000.0,15000.0,150000.0,"Seattle, WA"
Microsoft,182268,Information Technologist,61,hidden,15 yrs,10 yrs,150000.0,6500.0,12000.0,168500.0,"Redmond, WA"
Microsoft,182268,Information Technologist,L3,hidden,11+ yrs,11+ yrs,195000.0,0.0,32000.0,227000.0,Washington DC
Microsoft,182268,Information Technologist,59,API Development (Back-End),5 yrs,1 yr,56700.0,6400.0,3800.0,66904.0,"Porto, PO, Portugal"
Microsoft,182268,Information Technologist,62,Security,19 yrs,12 yrs,120000.0,20000.0,10000.0,150000.0,"Dallas, TX"
Microsoft,182268,Information Technologist,61,61,5 yrs,1 yr,71000.0,0.0,0.0,71000.0,"Dublin, DN, Ireland"
Microsoft,182268,Recruiter,61,Finance,10 yrs,2 yrs,123000.0,0.0,0.0,123000.0,"Grand Rapids, MI"
Microsoft,182268,Recruiter,61,University,7 yrs,3 yrs,126000.0,0.0,0.0,126000.0,"Seattle, WA"
Microsoft,182268,Recruiter,62,Technical,14 yrs,4 yrs,130000.0,25000.0,13000.0,168000.0,"Seattle, WA"
Microsoft,182268,Recruiter,61,Technical,10 yrs,5 yrs,110000.0,25000.0,15000.0,150000.0,"Dallas, TX"
Microsoft,182268,Recruiter,61,Technical,6 yrs,2 yrs,130000.0,0.0,13000.0,143000.0,"Washington, DC"
Microsoft,182268,Recruiter,59,Sales,2 yrs,2 yrs,86900.0,10000.0,8000.0,104910.0,"Phoenix, AZ"
Microsoft,182268,Recruiter,65,Leadership,13 yrs,1 yr,215000.0,40000.0,25000.0,280000.0,"Houston, TX"
Microsoft,182268,Recruiter,62,Technical,12 yrs,4 yrs,135000.0,27000.0,15000.0,177000.0,"Seattle, WA"
Microsoft,182268,Customer Service,60,CSS,10 yrs,3 yrs,28800.0,0.0,0.0,28804.0,"Hyderabad, TS, India"
Microsoft,182268,Customer Service,64,Customer Success,30 yrs,18 yrs,175000.0,0.0,0.0,175000.0,"Chicago, IL"
Microsoft,182268,Customer Service,61,Customer Success,9 yrs,1 yr,48000.0,0.0,12000.0,60026.0,"Mumbai, MH, India"
Microsoft,182268,Customer Service,60,M365,3 yrs,3 yrs,99000.0,14000.0,15000.0,128000.0,"Dallas, TX"
Microsoft,182268,Customer Service,61,Networking,15 yrs,3 yrs,80400.0,8800.0,8000.0,97239.0,"Shanghai, SH, China"
Microsoft,182268,Customer Service,59,Support Engineer,5 yrs,1 yr,84000.0,0.0,0.0,84018.0,"Sydney, NS, Australia"
Microsoft,182268,Customer Service,65,CSA,10 yrs,5 yrs,180400.0,0.0,30000.0,210420.0,"Charlotte, NC"
Microsoft,182268,Customer Service,61,Azure VM and Storage,9 yrs,1 yr,130800.00000000001,20000.0,13000.0,163800.0,"Redmond, WA"
Microsoft,182268,Customer Service,59,Data,6 yrs,4 yrs,66800.0,0.0,0.0,66821.0,"Tokyo, TY, Japan"
Microsoft,182268,Business Development,62,hidden,3 yrs,3 yrs,149000.0,45000.0,52000.0,267009.0,"New York, NY"
Microsoft,182268,Business Development,63,Digital,7 yrs,4 yrs,155000.0,30000.0,20000.0,205000.0,"Charlotte, NC"
Microsoft,182268,Business Development,60,Solution Management,5 yrs,2 yrs,110000.0,19200.0,17300.0,146500.0,"Orlando, FL"
Microsoft,182268,Human Resources,66,Compensation,30 yrs,13 yrs,230000.0,100000.0,50000.0,380000.0,"Seattle, WA"
Microsoft,182268,Human Resources,63,HRBP,14 yrs,6 yrs,149500.0,0.0,0.0,149500.0,"Bellevue, WA"
Microsoft,182268,Human Resources,63,IC4,15 yrs,1 yr,152000.0,60000.0,18000.0,230000.0,"Dallas, TX"
Microsoft,182268,Human Resources,60,HR,7 yrs,1 yr,115000.0,15000.0,0.0,130000.0,"Redmond, WA"
Microsoft,182268,Human Resources,64,HR,12 yrs,2 yrs,170000.0,40000.0,40000.0,250000.0,"Seattle, WA"
Microsoft,182268,Human Resources,65,hidden,11+ yrs,11+ yrs,180000.0,35000.0,0.0,215000.0,"Redmond, WA"
Microsoft,182268,Marketing Operations,64,Operations,12 yrs,2 yrs,160000.0,20000.0,15000.0,195000.0,"Austin, TX"
Microsoft,182268,Marketing Operations,60,A,3 yrs,1 yr,38300.0,0.0,0.0,38337.0,"Paris, IL, France"
Microsoft,182268,Marketing Operations,62,Ops,22 yrs,16 yrs,140800.0,22000.0,13000.0,175800.0,"Redmond, WA"
Microsoft,182268,Marketing Operations,64,EO,15 yrs,4 yrs,177000.0,55000.0,70000.0,302000.0,"Redmond, WA"
Microsoft,182268,Marketing Operations,65,Analytics,15 yrs,11 yrs,200000.0,50000.0,40000.0,290000.0,"Redmond, WA"
Microsoft,182268,Marketing Operations,65,-,25 yrs,4 yrs,165200.0,38100.0,19000.0,222331.0,"Toronto, ON, Canada"
Microsoft,182268,Management Consultant,61,Data & AI,12 yrs,2 yrs,100000.0,0.0,0.0,100000.0,"Amsterdam, NH, Netherlands"
Microsoft,182268,Management Consultant,62,Data,6 yrs,3 yrs,121000.0,22000.0,25000.0,168000.0,"Atlanta, GA"
Microsoft,182268,Management Consultant,65,Industry,20 yrs,2 yrs,167100.0,54500.0,46000.0,313666.0,"London, EN, United Kingdom"
Microsoft,182268,Management Consultant,67,Innovation,15 yrs,2 yrs,198000.0,105900.0,52900.0,372643.0,"Dublin, DN, Ireland"
Microsoft,182268,Management Consultant,59,Consultant,2 yrs,2 yrs,68100.0,10000.0,12400.0,90516.0,"London, EN, United Kingdom"
Microsoft,182268,Management Consultant,63,Data,8 yrs,3 yrs,228000.0,0.0,0.0,228000.0,"Charlotte, NC"
Microsoft,182268,Management Consultant,66,Industry Consulting,15 yrs,1 yr,200000.0,175000.0,55000.0,430000.0,"Atlanta, GA"
Microsoft,182268,Management Consultant,59,Tech,1 yr,1 yr,78000.0,4000.0,15000.0,97000.0,"Redmond, WA"
Microsoft,182268,Management Consultant,59,Consultant,7 yrs,2 yrs,48700.0,0.0,0.0,48726.0,"Delhi, DL, India"
Microsoft,182268,Accountant,62,Audit,17 yrs,2 yrs,107800.0,16900.0,9500.0,134232.0,"London, EN, United Kingdom"
Microsoft,182268,Accountant,60,Tech,3 yrs,2 yrs,128000.0,0.0,0.0,128000.0,"Los Angeles, CA"
Microsoft,182268,Accountant,61,Reporting,8 yrs,2 yrs,130000.0,0.0,0.0,130000.0,"Dallas, TX"
Microsoft,182268,Accountant,61,Finance,8 yrs,6 yrs,115000.0,12000.0,12000.0,139000.0,"Seattle, WA"
Microsoft,182268,Accountant,60,Controllership,15 yrs,1 yr,107000.0,0.0,0.0,107000.0,"Redmond, WA"
Microsoft,182268,Accountant,61,-,7 yrs,0 yrs,130000.0,5000.0,32000.0,167000.0,"Seattle, WA"
Microsoft,182268,Accountant,63,-,11+ yrs,11+ yrs,135000.0,0.0,0.0,135000.0,"Redmond, WA"
Microsoft,182268,Accountant,59,Payroll,5 yrs,0 yrs,60400.0,0.0,0.0,60410.0,"Los Angeles, CA"
Microsoft,182268,Accountant,59,Dev,1 yr,1 yr,100000.0,0.0,0.0,100000.0,"Los Angeles, CA"
Microsoft,182268,Data Science Manager,67,ML,16 yrs,10 yrs,242000.0,250000.0,80000.0,572000.0,"Seattle, WA"
Microsoft,182268,Data Science Manager,64,Data & AI,17 yrs,9 yrs,140000.0,50900.0,19100.0,229038.0,"Reading, EN, United Kingdom"
Microsoft,182268,Data Science Manager,66,AI,8 yrs,8 yrs,220000.0,120000.0,50000.0,390000.0,"Redmond, WA"
Microsoft,182268,Security Analyst,61,Security,5 yrs,4 yrs,141000.0,18000.0,14000.0,173000.0,"Redmond, WA"
Microsoft,182268,Security Analyst,62,Cloud,4 yrs,2 yrs,135700.0,26500.0,15500.0,177700.0,"Charlotte, NC"
Microsoft,182268,Security Analyst,64,Security,10 yrs,8 yrs,115600.0,44500.0,19100.0,179259.0,"Cheltenham, EN, United Kingdom"
Microsoft,182268,Security Analyst,63,SoC,20 yrs,1 yr,136100.0,97200.0,0.0,233389.0,"Cambridge, EN, United Kingdom"
Microsoft,182268,Security Analyst,63,Cybersecurity,11 yrs,6 yrs,155800.0,55600.0,33400.0,244824.0,"Munich, BY, Germany"
Microsoft,182268,Security Analyst,hidden,hidden,11+ yrs,11+ yrs,225000.0,120000.0,48000.0,393000.0,"Redmond, WA"
Microsoft,182268,Security Analyst,L3,Security,1 yr,1 yr,149000.0,0.0,0.0,149000.0,"Mountain View, CA"
Microsoft,182268,Sales Engineer,62,IT,3 yrs,3 yrs,148900.0,45000.0,58000.0,272900.0,"New York, NY"
Microsoft,182268,Sales Engineer,60,Tag,2 yrs,2 yrs,55000.0,4200.0,9100.0,77400.0,"San Jose, SJ, Costa Rica"
Microsoft,182268,Sales Engineer,65,Sales Readiness,30 yrs,8 yrs,175000.0,0.0,0.0,175000.0,"Grand Rapids, MI"
Microsoft,182268,Sales Engineer,63,Security,6 yrs,1 yr,160000.0,33000.0,16000.0,234000.0,"Pittsburgh, PA"
Microsoft,182268,Sales Engineer,60,Sales,18 yrs,8 yrs,150000.0,0.0,70000.0,243000.0,"Singapore, SG, Singapore"
Microsoft,182268,Sales Engineer,65,Azure,20 yrs,15 yrs,180000.0,0.0,200000.0,380000.0,"Chicago, IL"
Microsoft,182268,Product Design Manager,67,User Interfaces,20 yrs,6 yrs,220000.0,210000.0,75000.0,505000.0,"Bloomington, IN"
Microsoft,182268,Product Design Manager,65,Video,20 yrs,8 yrs,219000.0,91000.0,57000.0,367000.0,"Redmond, WA"
Microsoft,182268,Product Design Manager,69,Design,25 yrs,15 yrs,285000.0,685000.0,275000.0,1245000.0,"Redmond, WA"
Microsoft,182268,Product Design Manager,67,Design,24 yrs,12 yrs,240000.0,280000.0,100000.0,620000.0,"Seattle, WA"
Microsoft,182268,Product Design Manager,65,User Experience,20 yrs,10 yrs,230000.0,80000.0,50000.0,360000.0,"Seattle, WA"
Microsoft,182268,Product Design Manager,65,AI,14 yrs,1 yr,182400.0,137000.0,17000.0,336400.0,"Redmond, WA"
Microsoft,182268,Product Design Manager,64,Marketing,20 yrs,12 yrs,180000.0,30000.0,30000.0,240000.0,"Seattle, WA"
Microsoft,182268,Product Design Manager,Principal Product Designer,User Experience (UX),12 yrs,2 yrs,220000.0,60000.0,42000.0,322000.0,"Seattle, WA"
Microsoft,182268,Product Design Manager,65,Cloud,13 yrs,3 yrs,232000.0,40000.0,60000.0,332000.0,"Mountain View, CA"
Microsoft,182268,Product Design Manager,65,hidden,20 yrs,10 yrs,210000.0,39000.0,32000.0,281000.0,"Redmond, WA"
Microsoft,182268,Technical Writer,64,Azure,26 yrs,19 yrs,197000.0,57000.0,40000.0,294000.0,"Redmond, WA"
Microsoft,182268,Technical Writer,61,Windows 11,10 yrs,3 yrs,120000.0,50000.0,0.0,170000.0,"New York, NY"
Microsoft,182268,Technical Writer,63,General,25 yrs,3 yrs,159300.0,32000.0,24000.0,215300.0,"Chicago, IL"
Microsoft,182268,Technical Writer,62,Kubernetes,3 yrs,3 yrs,150000.0,70000.0,0.0,220000.0,"Los Angeles, CA"
Microsoft,182268,Technical Writer,64,Azure,25 yrs,15 yrs,180000.0,25000.0,25000.0,230000.0,"Raleigh, NC"
Microsoft,182268,Technical Writer,64,Azure,37 yrs,17 yrs,184700.0,38400.0,29300.0,252411.0,"Seattle, WA"
Microsoft,182268,Technical Writer,64,-,10 yrs,3 yrs,176000.0,32000.0,35000.0,243000.0,"Redmond, WA"
Microsoft,182268,Legal,61,Legal,8 yrs,4 yrs,184000.0,35000.0,15000.0,234000.0,"New York, NY"
Microsoft,182268,Legal,66,Legal,11 yrs,2 yrs,225000.0,130000.0,46000.0,401000.0,"Redmond, WA"
Microsoft,182268,Legal,64,Compliance and Ethics,15 yrs,3 yrs,180000.0,25000.0,15000.0,220000.0,"Redmond, WA"
Microsoft,182268,Legal,65,-,12 yrs,1 yr,225000.0,55000.0,45000.0,325000.0,"Redmond, WA"
Microsoft,182268,Legal,65,Tech,10 yrs,5 yrs,185000.0,65000.0,30000.0,280000.0,"Seattle, WA"
Microsoft,182268,Legal,62,Risk Management,5 yrs,0 yrs,167000.0,0.0,0.0,167000.0,"Redmond, WA"
Netflix,14600,Software Engineer,L3,API Development (Back-End),0 yrs,0 yrs,215000.0,0.0,0.0,215000.0,"Los Gatos, CA"
Netflix,14600,Software Engineer,L5,Web Development (Front-End),15 yrs,2 yrs,515000.0,0.0,0.0,515000.0,"Los Angeles, CA"
Netflix,14600,Software Engineer,L5,Distributed Systems (Back-End),15 yrs,9 yrs,650000.0,0.0,0.0,650000.0,"Los Gatos, CA"
Netflix,14600,Software Engineer,L4,Data,2 yrs,0 yrs,285000.0,0.0,0.0,285000.0,"California City, CA"
Netflix,14600,Software Engineer,L2,"General, New Grad",0 yrs,0 yrs,205000.0,0.0,13000.0,218000.0,"Los Gatos, CA"
Netflix,14600,Software Engineer,L5,Data,20 yrs,5 yrs,530000.0,0.0,0.0,530000.0,"Los Gatos, CA"
Netflix,14600,Software Engineer,L5,Distributed Systems (Back-End),8 yrs,4 yrs,525000.0,0.0,0.0,525000.0,"New York, NY"
Netflix,14600,Software Engineer,L3,Distributed Systems (Back-End),0 yrs,0 yrs,205000.0,0.0,7500.0,212500.0,"Los Gatos, CA"
