company,company_size,job_title,level,domain,yoe_total,yoe_at_company,base,stock,bonus,total_compensation,location
Microsoft,"182,268",Software Engineer,Senior SDE,Security,10 yrs,5 yrs,189K,40K,N/A,"$229,000","Seattle, WA"
Microsoft,"182,268",Software Engineer,62,Distributed Systems (Back-End),9 yrs,5 yrs,39.6K,2.3K,3.6K,"$45,502","Hyderabad, TS, India"
Microsoft,"182,268",Product Manager,63,Product,16 yrs,5 yrs,189K,22.5K,19K,"$230,500","Seattle, WA"
Microsoft,"182,268",Product Manager,62,Product,8 yrs,2 yrs,171.1K,26.4K,19K,"$216,480","West McLean, VA"
Microsoft,"182,268",Product Manager,65,Technical,20 yrs,13 yrs,210K,65K,40K,"$315,000","Redmond, WA"
Microsoft,"182,268",Product Manager,59,Product,2 yrs,1 yr,127.9K,N/A,15K,"$142,900","San Francisco, CA"
Microsoft,"182,268",Product Manager,64,Product,4 yrs,4 yrs,105.9K,33.1K,27.2K,"$166,265","Montreal, QC, Canada"
Microsoft,"182,268",Product Manager,63,Technical,4 yrs,4 yrs,184.7K,45K,30K,"$259,690","Mountain View, CA"
Microsoft,"182,268",Product Manager,61,Product,3 yrs,3 yrs,115.8K,30K,15K,"$160,789","New York, NY"
Microsoft,"182,268",Product Manager,61,Technical,6 yrs,6 yrs,32K,8K,5K,"$45,000","Hyderabad, TS, India"
Microsoft,"182,268",Product Manager,64,Product,9 yrs,9 yrs,182.7K,40K,26K,"$248,660","Redmond, WA"
Microsoft,"182,268",Product Manager,64,Infrastructure,13 yrs,4 yrs,195K,70K,34K,"$299,000","Seattle, WA"
Microsoft,"182,268",Technical Program Manager,64,AI,11 yrs,8 yrs,101.6K,28.5K,14.1K,"$144,189","Beijing, BJ, China"
Microsoft,"182,268",Technical Program Manager,64,Security,16 yrs,16 yrs,183K,40K,32.7K,"$255,700","Redmond, WA"
Microsoft,"182,268",Technical Program Manager,Senior Technical Program Manager,Sustainability,6 yrs,1 yr,180K,85K,15K,"$280,000","Redmond, WA"
Microsoft,"182,268",Technical Program Manager,62,Ii,4 yrs,4 yrs,156.9K,22K,15K,"$193,878","Redmond, WA"
Microsoft,"182,268",Technical Program Manager,64,Azure,17 yrs,1 yr,200K,200K,60K,"$460,000","Chicago, IL"
Microsoft,"182,268",Technical Program Manager,62,hidden,9 yrs,1 yr,165.5K,13.2K,11.4K,"$190,100","San Francisco, CA"
Microsoft,"182,268",Technical Program Manager,Technical Program Manager II,Infra,4 yrs,4 yrs,69.9K,6.4K,7.5K,"$83,735","Dublin, DN, Ireland"
Microsoft,"182,268",Technical Program Manager,62,Capacity Planning,7 yrs,5 yrs,140.8K,N/A,22K,"$162,760","Nashville, TN"
Microsoft,"182,268",Technical Program Manager,Principal Technical Program Manager,Azure,15 yrs,2 yrs,215K,25K,40K,"$280,000","Zurich, ZH, Switzerland"
Microsoft,"182,268",Technical Program Manager,Senior Technical Program Manager,Tag,8 yrs,4 yrs,180K,60K,27K,"$267,000","Seattle, WA"
Microsoft,"182,268",Data Scientist,64,NLP,9 yrs,8 yrs,190K,30K,30K,"$250,000","Boston, MA"
Microsoft,"182,268",Data Scientist,64,hidden,15 yrs,6 yrs,196.5K,90K,45K,"$346,500","Seattle, WA"
Microsoft,"182,268",Data Scientist,62,Machine Learning,4 yrs,2 yrs,157K,35K,20K,"$212,000","Redmond, WA"
Microsoft,"182,268",Data Scientist,Senior Data Scientist,Gaming,4 yrs,2 yrs,170K,32K,25K,"$227,000","Seattle, WA"
Microsoft,"182,268",Data Scientist,60,ML,2 yrs,2 yrs,21.6K,7.5K,3.6K,"$32,695","Hyderabad, TS, India"
Microsoft,"182,268",Data Scientist,62,Security,2 yrs,2 yrs,161.5K,25.6K,22K,"$209,090","San Francisco, CA"
Microsoft,"182,268",Data Scientist,67,Azure,12 yrs,4 yrs,255K,250K,100K,"$605,000","Seattle, WA"
Microsoft,"182,268",Data Scientist,62,Recommendations,5 yrs,3 yrs,96.4K,N/A,N/A,"$96,424","Vancouver, BC, Canada"
Microsoft,"182,268",Data Scientist,Data Scientist II,ML,3 yrs,2 yrs,136.2K,N/A,N/A,"$136,200","Redmond, WA"
Microsoft,"182,268",Data Scientist,64,NLP,7 yrs,0 yrs,210K,20K,62.5K,"$292,500","Redmond, WA"
Microsoft,"182,268",Software Engineering Manager,64,Distributed Systems (Back-End),18 yrs,2 yrs,79.2K,40K,18K,"$137,196","Hyderabad, TS, India"
Microsoft,"182,268",Software Engineering Manager,64,Distributed Systems (Back-End),10 yrs,6 yrs,240K,100K,50K,"$390,000","San Francisco, CA"
Microsoft,"182,268",Software Engineering Manager,Senior Director,Distributed Systems (Back-End),20 yrs,18 yrs,250K,252K,N/A,"$502,000","Seattle, WA"
Microsoft,"182,268",Product Designer,62,User Experience (UX),7 yrs,2 yrs,100.8K,22.1K,20.6K,"$143,462","Vancouver, BC, Canada"
Microsoft,"182,268",Product Designer,Product Designer II,Interaction Design,7 yrs,2 yrs,38.4K,10K,3.1K,"$51,524","Mexico, DF, Mexico"
Microsoft,"182,268",Product Designer,62,User Experience (UX),5 yrs,3 yrs,85.4K,19.8K,9.9K,"$115,075","Dublin, DN, Ireland"
Microsoft,"182,268",Product Designer,60,User Experience (UX),2 yrs,1 yr,139K,N/A,N/A,"$139,000","Sunnyvale, CA"
Microsoft,"182,268",Product Designer,Senior Product Designer,User Experience (UX),5 yrs,2 yrs,169K,43K,25K,"$237,000","Seattle, WA"
Microsoft,"182,268",Product Designer,60,User Experience (UX),3 yrs,1 yr,117K,N/A,N/A,"$117,000","Chicago, IL"
Microsoft,"182,268",Product Designer,60,Interaction Design,3 yrs,3 yrs,24K,N/A,N/A,"$24,034","Hyderabad, TS, India"
Microsoft,"182,268",Product Designer,64,User Experience (UX),14 yrs,3 yrs,66.2K,36.1K,12K,"$114,288","Hyderabad, TS, India"
Microsoft,"182,268",Product Designer,Principal Product Designer,User Experience (UX),20 yrs,2 yrs,197K,78K,47.2K,"$322,200","Austin, TX"
Microsoft,"182,268",Product Designer,Product Designer II,User Experience (UX),4 yrs,2 yrs,28.8K,9.6K,2.4K,"$40,868","Hyderabad, TS, India"
Microsoft,"182,268",Hardware Engineer,64,SoC Design,12 yrs,3 yrs,225K,40K,30K,"$295,000","San Francisco, CA"
Microsoft,"182,268",Hardware Engineer,Senior Hardware Engineer,ASIC Design,6 yrs,2 yrs,158K,38K,28K,"$224,000","Morrisville, NC"
Microsoft,"182,268",Hardware Engineer,Senior Hardware Engineer,Quality Assurance,20 yrs,5 yrs,92.7K,13.9K,N/A,"$106,610","Taipei, TP, Taiwan"
Microsoft,"182,268",Hardware Engineer,Hardware Engineer I,Analog,1 yr,1 yr,127.9K,150K,60K,"$337,900","Sunnyvale, CA"
Microsoft,"182,268",Hardware Engineer,Senior Hardware Engineer,RF/Wireless,13 yrs,4 yrs,175K,65K,23K,"$263,000","Redmond, WA"
Microsoft,"182,268",Hardware Engineer,Senior Hardware Engineer,ASIC Design,4 yrs,4 yrs,189K,N/A,N/A,"$189,000","San Francisco, CA"
Microsoft,"182,268",Hardware Engineer,Senior Hardware Engineer,ASIC Design,8 yrs,4 yrs,189K,20K,N/A,"$209,000","San Francisco, CA"
Microsoft,"182,268",Hardware Engineer,Senior Hardware Engineer,Verification,16 yrs,4 yrs,212K,32K,32K,"$276,000","San Francisco, CA"
Microsoft,"182,268",Hardware Engineer,Senior Hardware Engineer,Verification,8 yrs,4 yrs,190K,20K,26K,"$236,000","San Francisco, CA"
Microsoft,"182,268",Hardware Engineer,62,SoC Design,6 yrs,1 yr,145K,22K,22K,"$189,000","Austin, TX"
Microsoft,"182,268",Solution Architect,Solution Architect II,solution,13 yrs,12 yrs,115.1K,N/A,N/A,"$115,103","Sydney, NS, Australia"
Microsoft,"182,268",Solution Architect,64,Azure Infra,22 yrs,3 yrs,185K,45K,35K,"$265,000","Los Angeles, CA"
Microsoft,"182,268",Solution Architect,Senior Solution Architect,Azure,11 yrs,8 yrs,154.6K,39K,26.5K,"$242,238","Minneapolis, MN"
Microsoft,"182,268",Solution Architect,Senior Solution Architect,Data & AI,9 yrs,1 yr,186K,55K,20K,"$261,000","New York, NY"
Microsoft,"182,268",Solution Architect,Senior Solution Architect,Powerplatform,10 yrs,2 yrs,160K,20K,15K,"$195,000","Minneapolis, MN"
Microsoft,"182,268",Solution Architect,64,"Azure,Security",17 yrs,12 yrs,189K,35K,25K,"$249,000","Redmond, WA"
Microsoft,"182,268",Solution Architect,Principal Solution Architect,CSA,23 yrs,16 yrs,190K,65K,27K,"$309,000","Seattle, WA"
Microsoft,"182,268",Solution Architect,Solution Architect II,-,15 yrs,2 yrs,109K,21.6K,14.8K,"$145,400","Dallas, TX"
Microsoft,"182,268",Solution Architect,64,Cybersecurity,15 yrs,2 yrs,168K,83.3K,46.5K,"$297,851","Washington, DC"
Microsoft,"182,268",Solution Architect,62,Azure,9 yrs,6 yrs,99.9K,22K,12.5K,"$146,850","London, EN, United Kingdom"
Microsoft,"182,268",Program Manager,60,Supply Chain,3 yrs,3 yrs,112.5K,16K,15K,"$143,450","Seattle, WA"
Microsoft,"182,268",Program Manager,Senior Program Manager,hidden,10 yrs,10 yrs,114.3K,48K,17.6K,"$179,804","Vancouver, BC, Canada"
Microsoft,"182,268",Program Manager,60,Supply Chain,3 yrs,3 yrs,112.5K,15K,15K,"$142,450","Seattle, WA"
Microsoft,"182,268",Project Manager,4.2,Data Center,7 yrs,2 yrs,140K,25K,18K,"$183,000","Redmond, WA"
Microsoft,"182,268",Project Manager,L5,L5,10 yrs,5 yrs,120K,40K,20K,"$180,000","Austin, TX"
Microsoft,"182,268",Project Manager,65,Product,18 yrs,5 yrs,220K,70K,60K,"$350,000","Redmond, WA"
Microsoft,"182,268",Project Manager,L4,SW,5 yrs,2 yrs,97.4K,N/A,N/A,"$97,396","London, EN, United Kingdom"
Microsoft,"182,268",Project Manager,67,DS,16 yrs,4 yrs,255K,250K,N/A,"$505,000","Seattle, WA"
Microsoft,"182,268",Project Manager,Senior Project Manager,Business,12 yrs,5 yrs,161K,32K,30K,"$223,000","Redmond, WA"
Microsoft,"182,268",Project Manager,Project Manager II,Microsoft,4 yrs,4 yrs,140K,N/A,N/A,"$140,000","Redmond, WA"
Microsoft,"182,268",Project Manager,Project Manager II,Telecommunications,21 yrs,2 yrs,88.4K,13.3K,15.7K,"$117,468","London, EN, United Kingdom"
Microsoft,"182,268",Project Manager,Senior Project Manager,Social Media,10 yrs,0 yrs,155K,N/A,N/A,"$155,000","Los Angeles, CA"
Microsoft,"182,268",Mechanical Engineer,64,ME Dev,18 yrs,9 yrs,196.5K,40K,28K,"$264,500","Redmond, WA"
Microsoft,"182,268",Mechanical Engineer,Mechanical Engineer I,Datacenter,4 yrs,1 yr,97K,N/A,N/A,"$97,000","Des Moines, IA"
Microsoft,"182,268",Mechanical Engineer,Senior Mechanical Engineer,DC Operations,16 yrs,1 yr,159K,32K,23K,"$214,000","San Antonio, TX"
Microsoft,"182,268",Business Analyst,Director,AI,11 yrs,0 yrs,202K,62.5K,N/A,"$264,500","Boston, MA"
Microsoft,"182,268",Business Analyst,Business Analyst II,Data Analyst,3 yrs,3 yrs,123K,N/A,N/A,"$123,000","Redmond, WA"
Microsoft,"182,268",Business Analyst,Principal Business Analyst,M&A,15 yrs,2 yrs,189K,76K,39K,"$304,000","Atlanta, GA"
Microsoft,"182,268",Business Analyst,66,Azure,20 yrs,0 yrs,255K,N/A,N/A,"$255,000","Seattle, WA"
Microsoft,"182,268",Business Analyst,IC6,Process,11 yrs,2 yrs,189.6K,51K,38K,"$278,571","Boston, MA"
Microsoft,"182,268",Business Analyst,Senior Business Analyst,-,8 yrs,2 yrs,160K,35K,25K,"$220,000","Redmond, WA"
Microsoft,"182,268",Business Analyst,64,Risk/Strategy,20 yrs,6 yrs,180K,40K,25K,"$245,000","Seattle, WA"
Microsoft,"182,268",Information Technologist,60,hidden,4 yrs,4 yrs,100K,25K,20K,"$145,000","Redmond, WA"
Microsoft,"182,268",Information Technologist,61,hidden,8 yrs,8 yrs,120K,15K,15K,"$150,000","Seattle, WA"
Microsoft,"182,268",Information Technologist,61,hidden,15 yrs,10 yrs,150K,6.5K,12K,"$168,500","Redmond, WA"
Microsoft,"182,268",Information Technologist,60,hidden,8 yrs,8 yrs,30.1K,2.5K,4.8K,"$37,396","Bengaluru, KA, India"
Microsoft,"182,268",Information Technologist,L3,hidden,11+ yrs,11+ yrs,195K,N/A,32K,"$227,000",Washington DC
Microsoft,"182,268",Information Technologist,59,API Development (Back-End),5 yrs,1 yr,56.7K,6.4K,3.8K,"$66,904","Porto, PO, Portugal"
Microsoft,"182,268",Information Technologist,62,Security,19 yrs,12 yrs,120K,20K,10K,"$150,000","Dallas, TX"
Microsoft,"182,268",Information Technologist,64,Data,30 yrs,7 yrs,133.8K,15.1K,31.6K,"$180,487","London, EN, United Kingdom"
Microsoft,"182,268",Information Technologist,61,61,5 yrs,1 yr,71K,N/A,N/A,"$71,000","Dublin, DN, Ireland"
Microsoft,"182,268",Customer Service,60,CSS,10 yrs,3 yrs,28.8K,N/A,N/A,"$28,804","Hyderabad, TS, India"
Microsoft,"182,268",Customer Service,64,Customer Success,30 yrs,18 yrs,175K,N/A,N/A,"$175,000","Chicago, IL"
Microsoft,"182,268",Customer Service,61,Customer Success,9 yrs,1 yr,48K,N/A,12K,"$60,026","Mumbai, MH, India"
Microsoft,"182,268",Customer Service,61,CSS,11 yrs,11 yrs,39K,10K,3.6K,"$52,586","Bengaluru, KA, India"
Microsoft,"182,268",Customer Service,60,M365,3 yrs,3 yrs,99K,14K,15K,"$128,000","Dallas, TX"
Microsoft,"182,268",Customer Service,61,Networking,15 yrs,3 yrs,80.4K,8.8K,8K,"$97,239","Shanghai, SH, China"
Microsoft,"182,268",Customer Service,59,Support Engineer,5 yrs,1 yr,84K,N/A,N/A,"$84,018","Sydney, NS, Australia"
Microsoft,"182,268",Customer Service,65,CSA,10 yrs,5 yrs,180.4K,N/A,30K,"$210,420","Charlotte, NC"
Microsoft,"182,268",Customer Service,61,Azure VM and Storage,9 yrs,1 yr,130.8K,20K,13K,"$163,800","Redmond, WA"
Microsoft,"182,268",Customer Service,59,Data,6 yrs,4 yrs,66.8K,N/A,N/A,"$66,821","Tokyo, TY, Japan"
Microsoft,"182,268",Business Development,62,hidden,3 yrs,3 yrs,149K,45K,52K,"$267,009","New York, NY"
Microsoft,"182,268",Business Development,63,Digital,7 yrs,4 yrs,155K,30K,20K,"$205,000","Charlotte, NC"
Microsoft,"182,268",Business Development,60,Solution Management,5 yrs,2 yrs,110K,19.2K,17.3K,"$146,500","Orlando, FL"
Microsoft,"182,268",Marketing Operations,64,Operations,12 yrs,2 yrs,160K,20K,15K,"$195,000","Austin, TX"
Microsoft,"182,268",Marketing Operations,60,Digital,9 yrs,2 yrs,97.7K,N/A,N/A,"$97,656","Madrid, MD, Spain"
Microsoft,"182,268",Marketing Operations,60,A,3 yrs,1 yr,38.3K,N/A,N/A,"$38,337","Paris, IL, France"
Microsoft,"182,268",Marketing Operations,62,Ops,22 yrs,16 yrs,140.8K,22K,13K,"$175,800","Redmond, WA"
Microsoft,"182,268",Marketing Operations,64,EO,15 yrs,4 yrs,177K,55K,70K,"$302,000","Redmond, WA"
Microsoft,"182,268",Marketing Operations,65,Analytics,15 yrs,11 yrs,200K,50K,40K,"$290,000","Redmond, WA"
Microsoft,"182,268",Marketing Operations,65,-,25 yrs,4 yrs,165.2K,38.1K,19K,"$222,331","Toronto, ON, Canada"
Microsoft,"182,268",Management Consultant,61,Data & AI,12 yrs,2 yrs,100K,N/A,N/A,"$100,000","Amsterdam, NH, Netherlands"
Microsoft,"182,268",Management Consultant,62,Data,6 yrs,3 yrs,121K,22K,25K,"$168,000","Atlanta, GA"
Microsoft,"182,268",Management Consultant,65,Industry,20 yrs,2 yrs,167.1K,54.5K,46K,"$313,666","London, EN, United Kingdom"
Microsoft,"182,268",Management Consultant,67,Innovation,15 yrs,2 yrs,198K,105.9K,52.9K,"$372,643","Dublin, DN, Ireland"
Microsoft,"182,268",Management Consultant,59,Consultant,2 yrs,2 yrs,68.1K,10K,12.4K,"$90,516","London, EN, United Kingdom"
Microsoft,"182,268",Management Consultant,64,Product Management,10 yrs,2 yrs,172.1K,44.8K,41K,"$257,895","Phoenix, AZ"
Microsoft,"182,268",Management Consultant,63,Data,8 yrs,3 yrs,228K,N/A,N/A,"$228,000","Charlotte, NC"
Microsoft,"182,268",Management Consultant,66,Industry Consulting,15 yrs,1 yr,200K,175K,55K,"$430,000","Atlanta, GA"
Microsoft,"182,268",Management Consultant,59,Tech,1 yr,1 yr,78K,4K,15K,"$97,000","Redmond, WA"
Microsoft,"182,268",Management Consultant,59,Consultant,7 yrs,2 yrs,48.7K,N/A,N/A,"$48,726","Delhi, DL, India"
Microsoft,"182,268",Data Science Manager,67,ML,16 yrs,10 yrs,242K,250K,80K,"$572,000","Seattle, WA"
Microsoft,"182,268",Data Science Manager,64,Data & AI,17 yrs,9 yrs,140K,50.9K,19.1K,"$229,038","Reading, EN, United Kingdom"
Microsoft,"182,268",Data Science Manager,66,AI,8 yrs,8 yrs,220K,120K,50K,"$390,000","Redmond, WA"
Microsoft,"182,268",Security Analyst,61,Security,5 yrs,4 yrs,141K,18K,14K,"$173,000","Redmond, WA"
Microsoft,"182,268",Security Analyst,63,SoC,20 yrs,1 yr,130.1K,43.4K,31K,"$204,369","London, EN, United Kingdom"
Microsoft,"182,268",Security Analyst,62,Cloud,4 yrs,2 yrs,135.7K,26.5K,15.5K,"$177,700","Charlotte, NC"
Microsoft,"182,268",Security Analyst,64,Security,10 yrs,8 yrs,115.6K,44.5K,19.1K,"$179,259","Cheltenham, EN, United Kingdom"
Microsoft,"182,268",Security Analyst,63,SoC,20 yrs,1 yr,136.1K,97.2K,N/A,"$233,389","Cambridge, EN, United Kingdom"
Microsoft,"182,268",Security Analyst,63,Cybersecurity,11 yrs,6 yrs,155.8K,55.6K,33.4K,"$244,824","Munich, BY, Germany"
Microsoft,"182,268",Security Analyst,hidden,hidden,11+ yrs,11+ yrs,225K,120K,48K,"$393,000","Redmond, WA"
Microsoft,"182,268",Security Analyst,L3,Security,1 yr,1 yr,149K,N/A,N/A,"$149,000","Mountain View, CA"
Microsoft,"182,268",Security Analyst,63,Security,11 yrs,1 yr,107.6K,N/A,3.7K,"$111,285","Vancouver, BC, Canada"
Microsoft,"182,268",Sales Engineer,62,IT,3 yrs,3 yrs,148.9K,45K,58K,"$272,900","New York, NY"
Microsoft,"182,268",Sales Engineer,60,Tag,2 yrs,2 yrs,55K,4.2K,9.1K,"$77,400","San Jose, SJ, Costa Rica"
Microsoft,"182,268",Sales Engineer,65,Sales Readiness,30 yrs,8 yrs,175K,N/A,N/A,"$175,000","Grand Rapids, MI"
Microsoft,"182,268",Sales Engineer,63,Security,6 yrs,1 yr,160K,33K,16K,"$234,000","Pittsburgh, PA"
Microsoft,"182,268",Sales Engineer,60,Sales,18 yrs,8 yrs,150K,N/A,70K,"$243,000","Singapore, SG, Singapore"
Microsoft,"182,268",Sales Engineer,65,Azure,20 yrs,15 yrs,180K,N/A,200K,"$380,000","Chicago, IL"
Microsoft,"182,268",Product Design Manager,67,User Interfaces,20 yrs,6 yrs,220K,210K,75K,"$505,000","Bloomington, IN"
Microsoft,"182,268",Product Design Manager,65,Video,20 yrs,8 yrs,219K,91K,57K,"$367,000","Redmond, WA"
Microsoft,"182,268",Product Design Manager,69,Design,25 yrs,15 yrs,285K,685K,275K,"$1,245,000","Redmond, WA"
Microsoft,"182,268",Product Design Manager,67,Design,24 yrs,12 yrs,240K,280K,100K,"$620,000","Seattle, WA"
Microsoft,"182,268",Product Design Manager,65,User Experience,20 yrs,10 yrs,230K,80K,50K,"$360,000","Seattle, WA"
Microsoft,"182,268",Product Design Manager,65,AI,14 yrs,1 yr,182.4K,137K,17K,"$336,400","Redmond, WA"
Microsoft,"182,268",Product Design Manager,64,Marketing,20 yrs,12 yrs,180K,30K,30K,"$240,000","Seattle, WA"
Microsoft,"182,268",Product Design Manager,Principal Product Designer,User Experience (UX),12 yrs,2 yrs,220K,60K,42K,"$322,000","Seattle, WA"
Microsoft,"182,268",Product Design Manager,65,Cloud,13 yrs,3 yrs,232K,40K,60K,"$332,000","Mountain View, CA"
Microsoft,"182,268",Product Design Manager,65,hidden,20 yrs,10 yrs,210K,39K,32K,"$281,000","Redmond, WA"
Microsoft,"182,268",Technical Writer,64,Azure,26 yrs,19 yrs,197K,57K,40K,"$294,000","Redmond, WA"
Microsoft,"182,268",Technical Writer,61,Windows 11,10 yrs,3 yrs,120K,50K,N/A,"$170,000","New York, NY"
Microsoft,"182,268",Technical Writer,63,General,25 yrs,3 yrs,159.3K,32K,24K,"$215,300","Chicago, IL"
Microsoft,"182,268",Technical Writer,62,Kubernetes,3 yrs,3 yrs,150K,70K,N/A,"$220,000","Los Angeles, CA"
Microsoft,"182,268",Technical Writer,64,Azure,25 yrs,15 yrs,180K,25K,25K,"$230,000","Raleigh, NC"
Microsoft,"182,268",Technical Writer,L1,Cloud,3 yrs,3 yrs,78.2K,N/A,N/A,"$78,152","Tel Aviv, TA, Israel"
Microsoft,"182,268",Technical Writer,64,Azure,37 yrs,17 yrs,184.7K,38.4K,29.3K,"$252,411","Seattle, WA"
Microsoft,"182,268",Technical Writer,64,-,10 yrs,3 yrs,176K,32K,35K,"$243,000","Redmond, WA"
Netflix,"14,600",Software Engineer,L3,API Development (Back-End),0 yrs,0 yrs,215K,N/A,N/A,"$215,000","Los Gatos, CA"
Netflix,"14,600",Software Engineer,L5,Web Development (Front-End),15 yrs,2 yrs,515K,N/A,N/A,"$515,000","Los Angeles, CA"
Netflix,"14,600",Software Engineer,L3,Full Stack,2 yrs,0 yrs,98.2K,545.8,N/A,"$98,794","Frankfurt, HE, Germany"
Netflix,"14,600",Software Engineer,L5,Distributed Systems (Back-End),15 yrs,9 yrs,650K,N/A,N/A,"$650,000","Los Gatos, CA"
Netflix,"14,600",Software Engineer,L4,Data,2 yrs,0 yrs,285K,N/A,N/A,"$285,000","California City, CA"
Netflix,"14,600",Software Engineer,L2,"General, New Grad",0 yrs,0 yrs,205K,N/A,13K,"$218,000","Los Gatos, CA"
Netflix,"14,600",Software Engineer,L5,Data,20 yrs,5 yrs,530K,N/A,N/A,"$530,000","Los Gatos, CA"
Netflix,"14,600",Software Engineer,L5,Distributed Systems (Back-End),8 yrs,4 yrs,525K,N/A,N/A,"$525,000","New York, NY"
Netflix,"14,600",Software Engineer,L3,Distributed Systems (Back-End),0 yrs,0 yrs,205K,N/A,7.5K,"$212,500","Los Gatos, CA"
Netflix,"14,600",Software Engineer,L5,Distributed Systems (Back-End),12 yrs,2 yrs,570K,N/A,N/A,"$570,000","New York, NY"
Netflix,"14,600",Software Engineering Manager,Director,hidden,20 yrs,9 yrs,1.6M,N/A,N/A,"$1,600,000","Los Gatos, CA"
Netflix,"14,600",Software Engineering Manager,Director,Full Stack,20 yrs,5 yrs,1.1M,N/A,N/A,"$1,100,000","Los Gatos, CA"
Netflix,"14,600",Software Engineering Manager,Manager,API Development (Back-End),14 yrs,3 yrs,785K,N/A,N/A,"$785,000","Los Gatos, CA"
Netflix,"14,600",Software Engineering Manager,Manager,Distributed Systems (Back-End),15 yrs,6 yrs,600K,N/A,N/A,"$600,000","San Francisco, CA"
Netflix,"14,600",Software Engineering Manager,Senior Manager,Distributed Systems (Back-End),15 yrs,4 yrs,900K,N/A,N/A,"$900,000","Seattle, WA"
Netflix,"14,600",Software Engineering Manager,Director,Networking,24 yrs,5 yrs,1.1M,N/A,N/A,"$1,100,000","Los Gatos, CA"
Netflix,"14,600",Software Engineering Manager,Manager,DevOps,15 yrs,3 yrs,710K,N/A,N/A,"$710,000","Los Angeles, CA"
Netflix,"14,600",Software Engineering Manager,Manager,Distributed Systems (Back-End),12 yrs,2 yrs,730K,N/A,N/A,"$730,000","Los Gatos, CA"
Netflix,"14,600",Software Engineering Manager,Director,Distributed Systems (Back-End),18 yrs,4 yrs,1.2M,N/A,N/A,"$1,200,000","Los Gatos, CA"
Netflix,"14,600",Software Engineering Manager,Senior Manager,Distributed Systems (Back-End),14 yrs,0 yrs,650K,N/A,N/A,"$650,000","San Francisco, CA"
Netflix,"14,600",Data Scientist,L5,Data Science,13 yrs,3 yrs,600K,N/A,N/A,"$600,000","Los Gatos, CA"
Netflix,"14,600",Data Scientist,L5,Product,10 yrs,4 yrs,580K,N/A,N/A,"$580,000","New York, NY"
Netflix,"14,600",Data Scientist,L5,Data,10 yrs,0 yrs,500K,N/A,N/A,"$500,000","Los Gatos, CA"
Netflix,"14,600",Data Scientist,L4,Data Science,0-1 yrs,0-1 yrs,285K,N/A,N/A,"$285,000","Los Gatos, CA"
Netflix,"14,600",Data Scientist,L4,DS,3 yrs,1 yr,350K,N/A,N/A,"$350,000","San Francisco, CA"
Netflix,"14,600",Data Scientist,L4,Ads,7 yrs,3 yrs,200K,N/A,N/A,"$200,000","Los Angeles, CA"
Netflix,"14,600",Data Scientist,L5,Analytics,9 yrs,0 yrs,500K,N/A,N/A,"$500,000","Seattle, WA"
Netflix,"14,600",Data Scientist,L5,Machine Learning,6 yrs,0 yrs,480K,N/A,N/A,"$480,000","New York, NY"
