company,company_size,job_title,level,domain,yoe_total,yoe_at_company,total_compensation,location
Google,"258,750",data-scientist,L3,hidden,1 yr,0 yrs,"$190,306","Zurich, ZH, Switzerland"
Google,"258,750",data-scientist,L5,Research,10 yrs,7 yrs,"$305,000","Seattle, WA"
Google,"258,750",data-scientist,L6,AI,10 yrs,9 yrs,"$455,000","San Francisco, CA"
Google,"258,750",data-scientist,L3,Machine Learning,0 yrs,0 yrs,"$120,000","Los Angeles, CA"
Google,"258,750",data-scientist,L3,gg,1 yr,0 yrs,"$120,000","New York, NY"
Google,"258,750",data-scientist,L8,Research,34 yrs,7 yrs,"$950,000","Mountain View, CA"
Google,"258,750",data-scientist,L6,Data,7 yrs,3 yrs,"$320,000","Los Angeles, CA"
Google,"258,750",data-scientist,L3,Day,10 yrs,10 yrs,"$100,000","Los Angeles, CA"
Google,"258,750",program-manager,L5,Cloud,7 yrs,0 yrs,"$296,250","Sunnyvale, CA"
Google,"258,750",program-manager,L6,Program Management,10 yrs,5 yrs,"$220,000","New York, NY"
Google,"258,750",program-manager,L6,UX,15 yrs,4 yrs,"$376,500","New York, NY"
Google,"258,750",program-manager,L4,hidden,9 yrs,2 yrs,"$49,406","Bengaluru, KA, India"
Google,"258,750",program-manager,L5,Fiber,20 yrs,7 yrs,"$254,500","Cary, NC"
Google,"258,750",program-manager,L4,hidden,6 yrs,2 yrs,"$190,000","Washington, DC"
Google,"258,750",program-manager,L5,Cloud,6 yrs,2 yrs,"$290,270","Sunnyvale, CA"
Google,"258,750",program-manager,L4,Core,2 yrs,2 yrs,"$189,500","Chicago, IL"
Google,"258,750",program-manager,L5,Cloud,10 yrs,4 yrs,"$185,000","Sunnyvale, CA"
Google,"258,750",program-manager,L5,Program Manager,15 yrs,4 yrs,"$280,000","Sunnyvale, CA"
Google,"258,750",hardware-engineer,L6,HW engineer,25 yrs,6 yrs,"$435,000","Mountain View, CA"
Google,"258,750",hardware-engineer,L5,ASIC Design,12 yrs,5 yrs,"$360,000","San Francisco, CA"
Google,"258,750",hardware-engineer,L4,ASIC Design,8 yrs,4 yrs,"$96,800","Bengaluru, KA, India"
Google,"258,750",hardware-engineer,L6,Analog,21 yrs,16 yrs,"$490,000","San Francisco, CA"
Google,"258,750",hardware-engineer,L5,SoC Design,13 yrs,5 yrs,"$209,956","Bengaluru, KA, India"
Google,"258,750",hardware-engineer,L4,General,7 yrs,1 yr,"$90,340","Taipei, TP, Taiwan"
Google,"258,750",hardware-engineer,L4,SoC Design,5 yrs,1 yr,"$290,100","San Diego, CA"
Google,"258,750",hardware-engineer,L4,Verification,9 yrs,2 yrs,"$103,860","Bengaluru, KA, India"
Google,"258,750",hardware-engineer,L4,Verification,6 yrs,2 yrs,"$56,037","Bengaluru, KA, India"
Google,"258,750",hardware-engineer,L4,Hardware,6 yrs,2 yrs,"$275,000","Mountain View, CA"
Google,"258,750",marketing,L3,Marketing,2 yrs,1 yr,"$65,000","Toronto, ON, Canada"
Google,"258,750",marketing,L6,Ads,8 yrs,2 yrs,"$423,000","San Francisco, CA"
Google,"258,750",marketing,L4,Ads,10 yrs,2 yrs,"$178,000","Atlanta, GA"
Google,"258,750",marketing,L3,hidden,0 yrs,0 yrs,"$147,100","San Francisco, CA"
Google,"258,750",marketing,L5,"PMM, GPL",12 yrs,7 yrs,"$355,000","New York, NY"
Google,"258,750",marketing,L5,xx,9 yrs,7 yrs,"$32,000","Delhi, DL, India"
Google,"258,750",marketing,L4,PMM,4 yrs,2 yrs,"$140,000","New York, NY"
Google,"258,750",marketing,L8,Product Marketing,11+ yrs,11+ yrs,"$547,214","Singapore, SG, Singapore"
Google,"258,750",marketing,L5,PMM,8 yrs,3 yrs,"$180,000","New York, NY"
Google,"258,750",marketing,L4,hidden,3 yrs,0 yrs,"$107,359","Dublin, DN, Ireland"
Google,"258,750",project-manager,L5,Engineering,10 yrs,8 yrs,"$286,500","New York, NY"
Google,"258,750",project-manager,L5,Infrastructure,21 yrs,9 yrs,"$183,074","London, EN, United Kingdom"
Google,"258,750",project-manager,L6,Compliance,13 yrs,2 yrs,"$296,000","Austin, TX"
Google,"258,750",project-manager,L5,Strategy & Operations,7 yrs,0 yrs,"$296,250","Sunnyvale, CA"
Google,"258,750",project-manager,L6,HR,14 yrs,2 yrs,"$271,000","Dallas, TX"
Google,"258,750",project-manager,L6,User Research,12 yrs,2 yrs,"$402,000","New York, NY"
Google,"258,750",project-manager,L5,Classified,12 yrs,0 yrs,"$58,020","Toronto, ON, Canada"
Google,"258,750",project-manager,L5,hidden,4 yrs,3 yrs,"$120,000","Atlanta, GA"
Google,"258,750",project-manager,L5,Finance,22 yrs,1 yr,"$258,000","Sunnyvale, CA"
Google,"258,750",project-manager,L4,Cloud,4 yrs,2 yrs,"$6,853","Taipei, TP, Taiwan"
Google,"258,750",solution-architect,L4,Google Cloud Support,7 yrs,1 yr,"$152,468","Waterloo, ON, Canada"
Google,"258,750",solution-architect,L5,Machine Learning,10 yrs,2 yrs,"$131,326","Singapore, SG, Singapore"
Google,"258,750",solution-architect,L5,Data and Analytics,6 yrs,0 yrs,"$203,126","Montreal, QC, Canada"
Google,"258,750",solution-architect,L7,GBO,26 yrs,8 yrs,"$484,000","Boulder, CO"
Google,"258,750",solution-architect,L5,Cloud,15 yrs,3 yrs,"$213,448","Munich, BY, Germany"
Google,"258,750",solution-architect,L7,Trust and Safety,20 yrs,13 yrs,"$470,000","San Francisco, CA"
Google,"258,750",solution-architect,L4,Cloud,8 yrs,2 yrs,"$63,123","Delhi, DL, India"
Google,"258,750",solution-architect,L3,App Mod,1 yr,1 yr,"$77,312","Paris, IL, France"
Google,"258,750",solution-architect,L4,AI,5 yrs,2 yrs,"$187,000","Miami, FL"
Google,"258,750",solution-architect,L3,Tag,7 yrs,3 yrs,"$100,000","Zurich, ZH, Switzerland"
Google,"258,750",recruiter,L4,Technical,8 yrs,3 yrs,"$32,399","Bengaluru, KA, India"
Google,"258,750",recruiter,L3,Technical,5 yrs,4 yrs,"$163,000","Los Angeles, CA"
Google,"258,750",recruiter,L6,Technical,20 yrs,8 yrs,"$199,740","Bengaluru, KA, India"
Google,"258,750",recruiter,L4,General,10 yrs,4 yrs,"$139,000","New York, NY"
Google,"258,750",recruiter,L4,University,2 yrs,0 yrs,"$110,000","Los Angeles, CA"
Google,"258,750",recruiter,L4,Technical,8 yrs,5 yrs,"$220,000","Los Angeles, CA"
Google,"258,750",recruiter,L5,Technical,10 yrs,10 yrs,"$115,675","Dublin, DN, Ireland"
Google,"258,750",recruiter,L6,Technical,6 yrs,5 yrs,"$153,904","Amsterdam, NH, Netherlands"
Google,"258,750",recruiter,L4,Technical,12 yrs,6 yrs,"$113,055","Dublin, DN, Ireland"
Google,"258,750",recruiter,L4,General,12 yrs,2 yrs,"$88,029","London, EN, United Kingdom"
Google,"258,750",financial-analyst,L6,1,12 yrs,1 yr,"$286,000","Chicago, IL"
Google,"258,750",financial-analyst,L5,focus,5 yrs,1 yr,"$198,000","Austin, TX"
Google,"258,750",financial-analyst,L4,Finance,6 yrs,1 yr,"$148,000","New York, NY"
Google,"258,750",financial-analyst,L5,Finance,12 yrs,6 yrs,"$264,000","Mountain View, CA"
Google,"258,750",financial-analyst,L2,Data,1 yr,1 yr,"$121,000","Sunnyvale, CA"
Google,"258,750",financial-analyst,L4,Finance,6 yrs,1 yr,"$206,000","Chicago, IL"
Google,"258,750",financial-analyst,L4,Cloud,7 yrs,1 yr,"$185,000","Kirkland, WA"
Google,"258,750",financial-analyst,L4,Cloud,6 yrs,2 yrs,"$165,000","Chicago, IL"
Google,"258,750",financial-analyst,L4,Finance,6 yrs,1 yr,"$170,000","Chicago, IL"
Google,"258,750",financial-analyst,L5,Finance,10 yrs,9 yrs,"$290,000","Los Angeles, CA"
Google,"258,750",accountant,L5,Cloud,10 yrs,0 yrs,"$150,000","Chicago, IL"
Google,"258,750",accountant,L3,Tag,3 yrs,2 yrs,"$120,000","San Francisco, CA"
Google,"258,750",accountant,L3,Controllership,2 yrs,2 yrs,"$115,650","Atlanta, GA"
Google,"258,750",accountant,L4,Tax,10 yrs,0 yrs,"$225,000","San Francisco, CA"
Google,"258,750",accountant,L7,1,1 yr,0 yrs,"$50,000","New York, NY"
Google,"258,750",accountant,L5,Revenue,10 yrs,2 yrs,"$145,000","Los Angeles, CA"
Google,"258,750",accountant,L3,A,1 yr,0 yrs,"$193,000","Guangdong, GD, China"
Google,"258,750",accountant,L6,ap,8 yrs,0 yrs,"$128,000","Los Angeles, CA"
Google,"258,750",accountant,L3,A1,1 yr,0 yrs,"$75,000","Washington, DC"
Google,"258,750",business-analyst,L5,Trust and Safety,7 yrs,2 yrs,"$280,000","San Bruno, CA"
Google,"258,750",business-analyst,L5,-,6 yrs,3 yrs,"$66,096","Hyderabad, TS, India"
Google,"258,750",business-analyst,L3,Payments,3 yrs,2 yrs,"$165,700","San Francisco, CA"
Google,"258,750",business-analyst,L5,Gaming,9 yrs,4 yrs,"$166,929","Shanghai, SH, China"
Google,"258,750",business-analyst,L3,hidden,5 yrs,2 yrs,"$100,000","San Francisco, CA"
Google,"258,750",business-analyst,L5,Tag,10 yrs,1 yr,"$105,767","Dublin, DN, Ireland"
Google,"258,750",business-analyst,L3,Finance,4 yrs,2 yrs,"$14,409","Bengaluru, KA, India"
Google,"258,750",business-analyst,L4,Risk,6 yrs,1 yr,"$146,000","Sunnyvale, CA"
Google,"258,750",business-analyst,L4,GL,7 yrs,4 yrs,"$68,000","Bengaluru, KA, India"
Google,"258,750",business-analyst,L3,Analyst,3 yrs,3 yrs,"$150,000","New York, NY"
Google,"258,750",human-resources,L5,Compensation,8 yrs,3 yrs,"$300,000","San Francisco, CA"
Google,"258,750",human-resources,L4,General,12 yrs,2 yrs,"$156,695","London, EN, United Kingdom"
Google,"258,750",human-resources,L4,People,10 yrs,1 yr,"$124,665","London, EN, United Kingdom"
Google,"258,750",human-resources,L6,AI,11 yrs,10 yrs,"$323,000","Mountain View, CA"
Google,"258,750",human-resources,L3,CPA,5 yrs,3 yrs,"$100,000","New York, NY"
Google,"258,750",human-resources,L5,Hiring,7 yrs,0 yrs,"$121,505","Munich, BY, Germany"
Google,"258,750",human-resources,L4,Talent Acquisition,4 yrs,4 yrs,"$267,801","Berlin, BE, Germany"
Google,"258,750",human-resources,L7,dei,10 yrs,1 yr,"$425,000","New York, NY"
Google,"258,750",human-resources,L5,HRBP,5 yrs,5 yrs,"$150,000","New York, NY"
Google,"258,750",mechanical-engineer,L5,Construction,10 yrs,0 yrs,"$236,000","Dallas, TX"
Google,"258,750",mechanical-engineer,L4,Additive Manufacturing,9 yrs,5 yrs,"$259,000","Mountain View, CA"
Google,"258,750",mechanical-engineer,L4,ME,5 yrs,3 yrs,"$175,000","San Francisco, CA"
Google,"258,750",mechanical-engineer,L5,Product Design,13 yrs,2 yrs,"$405,000","Mountain View, CA"
Google,"258,750",mechanical-engineer,L5,Infra,10 yrs,0 yrs,"$279,850","Sunnyvale, CA"
Google,"258,750",mechanical-engineer,L4,Product Design,3 yrs,3 yrs,"$251,000","Mountain View, CA"
Google,"258,750",mechanical-engineer,L2,Intern,1 yr,1 yr,"$105,000","Mountain View, CA"
Google,"258,750",mechanical-engineer,L4,Manufacturing,7 yrs,2 yrs,"$110,000","Taipei, TP, Taiwan"
Google,"258,750",mechanical-engineer,L4,hidden,9 yrs,3 yrs,"$244,000","Mountain View, CA"
Google,"258,750",mechanical-engineer,L6,hidden,24 yrs,2 yrs,"$230,000","San Francisco, CA"
Google,"258,750",business-development,L6,Biz,6 yrs,3 yrs,"$245,000","New York, NY"
Google,"258,750",business-development,L6,Sales Strategy,13 yrs,8 yrs,"$390,000","Los Angeles, CA"
Google,"258,750",business-development,L5,AI,9 yrs,2 yrs,"$360,000","New York, NY"
Google,"258,750",business-development,L4,BD,5 yrs,0 yrs,"$187,100","Mountain View, CA"
Google,"258,750",business-development,L5,Admob,7 yrs,6 yrs,"$261,000","New York, NY"
Google,"258,750",business-development,L5,Strategic Partnerships Development Manager,18 yrs,6 yrs,"$223,310","London, EN, United Kingdom"
Google,"258,750",business-development,L3,Sales,3 yrs,2 yrs,"$140,000","San Francisco, CA"
Google,"258,750",business-development,L5,YouTube,7 yrs,0 yrs,"$247,800","Washington, DC"
Google,"258,750",marketing-operations,L3,Data,3 yrs,3 yrs,"$100,000","New York, NY"
Google,"258,750",marketing-operations,L5,Strategy,9 yrs,2 yrs,"$260,000","Chicago, IL"
Google,"258,750",marketing-operations,L5,Operations,10 yrs,4 yrs,"$142,931","Bengaluru, KA, India"
Google,"258,750",marketing-operations,L3,Product,5 yrs,0 yrs,"$160,000","New York, NY"
Google,"258,750",marketing-operations,L6,Chrome,20 yrs,3 yrs,"$374,740","New York, NY"
Google,"258,750",marketing-operations,L4,Supply Chain,8 yrs,1 yr,"$241,000","New York, NY"
Google,"258,750",marketing-operations,L5,Internal,10 yrs,5 yrs,"$273,000","New York, NY"
Google,"258,750",marketing-operations,L6,GTM,7 yrs,2 yrs,"$332,000","Mountain View, CA"
Google,"258,750",marketing-operations,L3,Software Engineer,1 yr,0 yrs,"$30,000","New York, NY"
Google,"258,750",marketing-operations,L6,E,2 yrs,2 yrs,"$110,000","Austin, TX"
Google,"258,750",information-technologist,L5,Networking,13 yrs,4 yrs,"$170,000","Reston, VA"
Google,"258,750",information-technologist,L4,Data Center,10 yrs,3 yrs,"$135,318","Montreal, QC, Canada"
Google,"258,750",information-technologist,L6,Data,10 yrs,1 yr,"$240,000","San Francisco, CA"
Google,"258,750",information-technologist,L4,Support,12 yrs,4 yrs,"$232,000","Austin, TX"
Google,"258,750",information-technologist,L5,Networking,14 yrs,4 yrs,"$257,000","Durham, NC"
Google,"258,750",information-technologist,L3,Cybersecurity,5 yrs,1 yr,"$148,000","Washington, DC"
Google,"258,750",information-technologist,L4,Cyber,5 yrs,3 yrs,"$152,000","Reston, VA"
Google,"258,750",information-technologist,L4,TSE,7 yrs,2 yrs,"$118,107","Waterloo, ON, Canada"
Google,"258,750",information-technologist,2,Support,5 yrs,5 yrs,"$94,000","New York, NY"
Google,"258,750",information-technologist,L3,Security,3 yrs,0 yrs,"$210,000","Reston, VA"
Google,"258,750",management-consultant,L4,Strategy & Operations,4 yrs,2 yrs,"$193,000","San Francisco, CA"
Google,"258,750",management-consultant,L8,Real Estate,20 yrs,4 yrs,"$755,000","Sunnyvale, CA"
Google,"258,750",management-consultant,L7,Security,15 yrs,1 yr,"$490,000","Dallas, TX"
Google,"258,750",management-consultant,L6,-,20 yrs,2 yrs,"$257,120","London, EN, United Kingdom"
Google,"258,750",management-consultant,L3,GTM,3 yrs,1 yr,"$98,700","Singapore, SG, Singapore"
Google,"258,750",management-consultant,L5,Strat&Ops,4 yrs,0 yrs,"$251,150","Mountain View, CA"
Google,"258,750",management-consultant,L6,Vendor Management,11 yrs,0 yrs,"$145,622","Sao Paulo, SP, Brazil"
Google,"258,750",management-consultant,L6,Strategy,12 yrs,3 yrs,"$362,811","Singapore, SG, Singapore"
Google,"258,750",sales-engineer,L6,Sales Engineering,18 yrs,3 yrs,"$314,000","New York, NY"
Google,"258,750",sales-engineer,L5,-,15 yrs,4 yrs,"$284,000",Washington DC 
Google,"258,750",sales-engineer,L4,Data Analytics,6 yrs,3 yrs,"$267,000","Boston, MA"
Google,"258,750",sales-engineer,L5,Cloud,9 yrs,0 yrs,"$160,515","Dublin, DN, Ireland"
Google,"258,750",sales-engineer,L3,Startups,2 yrs,2 yrs,"$144,000","Austin, TX"
Google,"258,750",sales-engineer,L4,Cloud,7 yrs,2 yrs,"$111,796","Dublin, DN, Ireland"
Google,"258,750",sales-engineer,L7,Customer Engineer,17 yrs,5 yrs,"$378,438","Dubai, DU, United Arab Emirates"
Google,"258,750",sales-engineer,L5,Sales,9 yrs,5 yrs,"$325,000","Sunnyvale, CA"
Google,"258,750",sales-engineer,L6,Data Analytics,25 yrs,3 yrs,"$450,000","New York, NY"
Google,"258,750",security-analyst,1,Ma,0 yrs,0 yrs,"$80,000","New York, NY"
Google,"258,750",security-analyst,L3,Mandiant,2 yrs,0 yrs,"$98,507","Montreal, QC, Canada"
Google,"258,750",security-analyst,L3,-,2 yrs,1 yr,"$120,000","San Francisco, CA"
Google,"258,750",security-analyst,L4,General,2 yrs,0 yrs,"$186,100","Los Angeles, CA"
Google,"258,750",security-analyst,L4,Cyber,11 yrs,0 yrs,"$180,450","San Diego, CA"
Google,"258,750",security-analyst,L2,123,6 yrs,2 yrs,"$135,000","Los Angeles, CA"
Google,"258,750",security-analyst,L6,Security Engeering,20 yrs,2 yrs,"$207,750","Sydney, NS, Australia"
Google,"258,750",security-analyst,L4,s,3 yrs,0 yrs,"$200,000","New York, NY"
Google,"258,750",security-analyst,L3,Infosec,8 yrs,3 yrs,"$105,000","Chicago, IL"
Google,"258,750",security-analyst,Junior,General,1 yr,0 yrs,"$190,000","Houston, TX"
Google,"258,750",technical-writer,L3,Cybersecurity,1 yr,0 yrs,"$158,000","Seattle, WA"
Google,"258,750",technical-writer,L5,Hardware,13 yrs,9 yrs,"$220,000","Omaha, NE"
Google,"258,750",technical-writer,L4,w,4 yrs,2 yrs,"$244,312","Los Angeles, CA"
Google,"258,750",technical-writer,L3,Other,2 yrs,1 yr,"$121,982","New York, NY"
Google,"258,750",technical-writer,L4,hidden,1 yr,1 yr,"$200,000","San Francisco, CA"
Google,"258,750",technical-writer,L6,Cloud,10 yrs,3 yrs,"$232,704","Kitchener, ON, Canada"
Google,"258,750",technical-writer,L5,Cloud,16 yrs,11 yrs,"$302,014","Sunnyvale, CA"
Google,"258,750",technical-writer,L3,Tag,3 yrs,1 yr,"$120,000","Los Angeles, CA"
Google,"258,750",technical-writer,L2,v,1 yr,0 yrs,"$100,990","New York, NY"
Google,"258,750",technical-writer,L5,Senior,14 yrs,12 yrs,"$254,000","Seattle, WA"
Google,"258,750",legal,L1,Tag,11 yrs,1 yr,"$300,000","Chicago, IL"
Google,"258,750",legal,L5,Legal,5 yrs,1 yr,"$240,000","New York, NY"
Google,"258,750",legal,L5,Public Policy,8 yrs,1 yr,"$298,000","Washington, DC"
Google,"258,750",legal,L3,hidden,7 yrs,3 yrs,"$250,000","New York, NY"
Google,"258,750",legal,L5,Privacy,6 yrs,1 yr,"$270,000","New York, NY"
Google,"258,750",legal,L5,Public Policy,12 yrs,12 yrs,"$244,000","New York, NY"
Google,"258,750",legal,L8,Product and Privacy,17 yrs,2 yrs,"$920,000","Atlanta, GA"
Google,"258,750",legal,L3,Operational,10 yrs,5 yrs,"$300,000","Los Angeles, CA"
Google,"258,750",product-design-manager,L8,Search,10 yrs,6 yrs,"$281,076","Bengaluru, KA, India"
Google,"258,750",product-design-manager,L5,UX Research,10 yrs,10 yrs,"$408,000","Mountain View, CA"
Google,"258,750",product-design-manager,hidden,hidden,5-10 yrs,5-10 yrs,"$205,000","San Francisco, CA"
Google,"258,750",product-design-manager,L6,User Experience (UX),10 yrs,7 yrs,"$292,000","Boston, MA"
Google,"258,750",product-design-manager,L6,UX Research,9 yrs,8 yrs,"$452,000","Los Angeles, CA"
Google,"258,750",product-design-manager,L6,DSPA,15 yrs,9 yrs,"$597,000","Mountain View, CA"
Google,"258,750",product-design-manager,L8,Design,18 yrs,5 yrs,"$740,000","Mountain View, CA"
Google,"258,750",product-design-manager,L5,-,11+ yrs,11+ yrs,"$327,000","Mountain View, CA"
Google,"258,750",product-design-manager,L7,User Experience,17 yrs,6 yrs,"$440,000","San Francisco, CA"
Google,"258,750",data-science-manager,L6,Data Scientist,8 yrs,5 yrs,"$475,000","San Francisco, CA"
Google,"258,750",data-science-manager,L6,Ads,8 yrs,6 yrs,"$372,000","Seattle, WA"
Google,"258,750",data-science-manager,L6,hidden,12 yrs,6 yrs,"$410,000","New York, NY"
Google,"258,750",data-science-manager,L4,YouTube,5 yrs,3 yrs,"$85,000","Gurgaon, HR, India"
Google,"258,750",data-science-manager,L6,"Analytics, Product Ops",14 yrs,0 yrs,"$469,500","New York, NY"
Google,"258,750",data-science-manager,L7,Data Science,20 yrs,3 yrs,"$575,000","Mountain View, CA"
Google,"258,750",data-science-manager,L7,Search,15 yrs,7 yrs,"$413,000","New York, NY"
Google,"258,750",data-science-manager,L7,Google Play,20 yrs,6 yrs,"$454,000","Mountain View, CA"
Google,"258,750",data-science-manager,L7,hidden,11+ yrs,11+ yrs,"$475,000","Mountain View, CA"
Google,"258,750",administrative-assistant,L4,E,7 yrs,3 yrs,"$65,562","Meldale, QL, Australia"
Google,"258,750",administrative-assistant,L5,Tag,5 yrs,1 yr,"$65,000","Philadelphia, PA"
Google,"258,750",administrative-assistant,L3,Tag,5 yrs,0 yrs,"$65,000","New York, NY"
Google,"258,750",administrative-assistant,L3,money,5 yrs,0 yrs,"$100,000","Houston, TX"
Google,"258,750",administrative-assistant,L3,hidden,5-10 yrs,5-10 yrs,"$65,967","New York, NY"
Google,"258,750",administrative-assistant,L5,Engineering,9 yrs,4 yrs,"$137,541","Amsterdam, NH, Netherlands"
Google,"258,750",administrative-assistant,L4,Tech,5 yrs,2 yrs,"$182,808","Sunnyvale, CA"
Google,"258,750",administrative-assistant,L5,EBP,15 yrs,1 yr,"$195,500","Boston, MA"
Google,"258,750",administrative-assistant,L3,Contractor,2 yrs,2 yrs,"$100,000","Dallas, TX"
Google,"258,750",administrative-assistant,L4,hidden,7 yrs,3 yrs,"$120,000",San Francisco Bay Area 
Google,"258,750",customer-service,L3,hidden,9 yrs,4 yrs,"$11,946",hidden 
Google,"258,750",customer-service,L4,TSE,8 yrs,2 yrs,"$113,707","Waterloo, ON, Canada"
Google,"258,750",customer-service,L5,TAM,10 yrs,5 yrs,"$250,000","Los Angeles, CA"
Google,"258,750",customer-service,L3,YouTube,5 yrs,2 yrs,"$63,774","Sao Paulo, SP, Brazil"
Google,"258,750",customer-service,L4,Networking,14 yrs,1 yr,"$168,773","Kitchener, ON, Canada"
Google,"258,750",customer-service,2,1,1 yr,1 yr,"$50,000","Chicago, IL"
Google,"258,750",customer-service,L3,TAM,4 yrs,1 yr,"$107,891","Toronto, ON, Canada"
